"Story","Title","Result","Date","Stability","Duration (s)"
"Autentificación y compra de productos en Demo Blaze","Validar el funcionamiento de la creacion de una cuenta por mensaje","SUCCESS","2022-11-20T22:12:51.033-05:00[America/Bogota]","0.0","33.2"
